id,url,name,age,gender,cafe_cat,kid_approved,dog_approved,companion_cat,bonded_pair,single_cat,type,description,system_import_at
18666870,https://catcafebk.com/our-cats/?cat=18666870,Corso,1 Year 5 Months , Male,False,True,True,False,False,False,Domestic Short Hair ,"Corso will be a sweet little addition to a patient household. Rescued from a Staten Island hoarding situation, he’s shy and wary at first but has warmed up immensely to become a funny little lovebug! He spends a lot of the day napping and lazing but will come out to socialize whenever you call for him, and likes to be underfoot wherever you are just so you know he’s there. Lately he’s been a fan of perching on top of the kitchen cabinets so he gets a good view of all the action. Corso loves bare feet and will rub his face on your toes! Scritches are very much welcomed as well, especially on the head and under the chin. Corso is a happy eater and litter box pro. While he’s not quite ready to crawl into your lap on his own, he’s open to being picked up and cuddled so maybe he’s close! He’s curious about windows and will try to climb them to check out the views. Corso likes playing with his catnip mice and sushi toys around the house, and loves batting at his wand toy, especially in the evening.",2023-01-22 19:13:48+00:00
18667434,https://catcafebk.com/our-cats/?cat=18667434,Cowboy,5 Years 4 Months , Male,False,False,False,True,False,True,Domestic Short Hair ,"Cowboy is a very classy modern gentleman who enjoys pets only after giving clear consent. He was found abandoned in a carrier on a busy street in Brooklyn. Understandably, he took some time to get settled, but is now a charming, cheeky fellow.  Although not much of a lapcat, he likes to keep tabs on his foster while they work from home and is sometimes very chatty with his kitty babbling. His favorite pastimes include chasing after a tennis ball, enjoying churu fresh from the tube, and lounging around the house. Just give him a chance and Cowboy will be a delightful companion to the right home. Plus, as a polydactyl cat, he's got some adorable thumbs. He's cautiously beginning to accept pets and sometimes even appreciates being carried. We don't think he likes other animals and would not be suitable for a home with children.",2023-01-22 19:13:48+00:00
18928108,https://catcafebk.com/our-cats/?cat=18928108,"Crest, Colgate & Oral B",5 Months 21 Days ,,False,True,True,False,True,False,Domestic Short Hair ,"Crest, Colgate, and Oral B are playful, full of energy and always wrestling and chasing each other. They’re extremely affectionate and will start purring as soon as they catch sight of you and they are obsessed with cuddling. Crest (grey with white belly and feet) is very curious and the adventurer of the bunch. She is the most cuddly and loves to steal all of the attention to get all of the pets. Colgate (brown tabby) is spunky and makes the cutest little expressions. Colgate loves playing with his sisters and could chase a toy on a string for hours. Oral B (grey with spots) has giant yellow/green eyes that will melt your heart. These kittens would love to be adopted as a trio. They have a sibling that tested positive for FeLV so can’t be adopted into a home with other cats until they can get retested when they are older. We’d be happy to talk more about this if you have any questions.",2023-01-22 19:13:48+00:00
18166753,https://catcafebk.com/our-cats/?cat=18166753,Cut & Copy,9 Months 6 Days , Female,False,True,True,False,True,False,Domestic Short Hair ,"Cut and Copy are two extremely playful sisters! They’re full of energy and love to play — whether with each other, toys, or your foot under a blanket. They enjoy running around chasing each other with toys in their mouths and climbing and jumping around on the cat tree. They’re easily entranced by anything that moves be it a wand toy or your hair. These sisters also really love each other. You’ll find them snuggled up together and making biscuits on each other. They’re great with the resident cats, constantly coming up to their resident brother and rubbing against him until he gives them licks. Copy can be quite vocal when she wants attention and will let you know when she wants pets — you’ll quickly learn the range of chitters and polite meows she uses. She’s the alpha of the two and will climb up to you to insist you give her more affection. If you try to stop petting her she’ll nuzzle into your legs and let you know you’re not done! She’ll reward you for your pets with purrs and the occasional flop on her back for belly rubs! Cut is still learning to trust humans and will avoid being picked up, but once you have her in your arms and are petting her she will easily doze off. She also accepts love in the form of Churu cat treats! She’s incredibly playful and is more likely to be found running around with a mouse toy in her mouth than her sister. With some consistent love and affection she’ll learn that cuddles are also nice!",2023-01-22 19:13:48+00:00
18436240,https://catcafebk.com/our-cats/?cat=18436240,Cuttlefish & Grace,7 Months 26 Days ,,False,True,True,False,True,False,Domestic Short Hair ,"Grace is the sweetest in all of the land. She’s very gentle and loves to be held for cuddles and an afternoon siesta. A little bashful at first but is no doubt going to be a very loving companion that enjoys a nice cat (lap) nap after a round of play. You’ll find her cleaning up her siblings BFF Cuttlefish, making sure everyone is in tip-top shape to take charge of the day ahead. Cuttlefish has the most heart-warming, endearing round eyes. He’s still a bit unsure of us humans but is warming up a little bit more each day. You’ll find him first in line for breakfast and Churu. This cutie is now comfortable coming up into your lap so long as Churu is on the menu. This is when you can sneak a few quick pets in – soon enough he’ll be onboard for endless cuddles. He’s the athlete of the family and loves to play with a string toy or kick a ball around (do we have our next international futbol star?!).",2023-01-22 19:13:48+00:00
18576182,https://catcafebk.com/our-cats/?cat=18576182,Daniel Tiger,4 Years 9 Months , Male,False,True,False,False,False,False,Domestic Short Hair ,"Don’t be fooled by the semi-grumpy face – it is hard to take a good picture of Daniel Tiger because he prefers to snuggle as close as he possibly can! Daniel Tiger is a beautiful, chunky, pet-loving cat with a very loud, deep purr.  He recently became an indoor cat and is adjusting so well – his litter box habits are impeccable, he loves pets, and he is very sweet.  His hobbies include snuggling with stuffed animals, getting many pets and chin-scratches, and snoozing.  He has learned that he loves toys and especially loves the cat dancer.  We would guess that he would be a solid mouser, should that skill be necessary.  Daniel recently sat on his first lap, and likes to sit very close to whoever is petting him. He seems to like other cats and would be happy with a friend (although the resident cats in his foster home do not return the sentiment). He is a very special guy! Daniel is in need of dental surgery and we are hoping his adopters can help cover the cost – we’re happy to talk more about this!",2023-01-22 19:13:48+00:00
18739021,https://catcafebk.com/our-cats/?cat=18739021,DigDug & PingPong,6 Months 4 Days , Male,True,True,True,False,True,False,Domestic Short Hair ,"DigDug and PingPong are curious, playful and gentle brothers. Rescued from a dangerous construction site, they transitioned seamlessly to indoor life, loving all the attention, food and play they can get! DigDug is the muscle, PingPong is the brains and together they will make a perfect addition to any home.",2023-01-22 19:13:48+00:00
17759824,https://catcafebk.com/our-cats/?cat=17759824,Dolly & Lulu,13 Years 9 Months , Female,False,True,False,False,True,False,Domestic Short Hair (short coat) ,"Dolly and Lulu are bonded 13-year-old sister lap cats who are affectionate and loving. Lulu is the black cat and Dolly is the white cat with black spots. They cuddle together like yin and yang. They are also very much enjoy human company and warm people laps. Even though they are 13 years old, they still love to play with feathers, lasers and balls. Lulu was born to be a lap kitty. Whomever is lucky enough to have Lulu in their lap, will be rewarded with a look of complete adoration and a warm purr. Lulu loves affection, she loves company and she loves chilling out with her sister Dolly. She is a true lover. Dolly has an intrepid, brave spirit while still being very affectionate. She very rarely cries and asks for very little (other than some delicious wet food). She is very intuitive and often knows when you are feeling stressed or down in which case she will come hop on your lap.She still loves to play feather games and has caught more laser beams than any other cat on the block. Their current owner rescued them outdoors as kittens but a parent who is allergic to cats is moving in with the family and she can no longer keep them. Lulu is missing her right front paw, but it has caused her no trouble at all. Dolly and Lulu are spayed and up to date on vaccines. Both cats will need some extra medical care. Lulu needs dental work. Dolly could likely use dental work as well and might do well to take a joint supplement. Interested adopters can discuss with their current owner any costs for their care. *Courtesy Posting: This cat is being independently offered for adoption by a rescuer who is not a representative of BBAWC or Brooklyn Cat Cafe. The rescuer offering this cat is responsible for the content of this post and any medical records and vaccines. BBAWC and Brooklyn Cat Cafe cannot vouch for any information in this post. An adoption fee will be charged by the rescuer.",2023-01-22 19:13:48+00:00
18950799,https://catcafebk.com/our-cats/?cat=18950799,Earthquake & Wildfire,3 Months 20 Days ,,False,True,True,False,True,False,Domestic Short Hair ,"Earthquake and Wildfire are inseparable balls of energy and joy. Wildfire (brown tabby with spots on his belly) is a champion snuggler. He jumps up on the couch and folds himself in as close as possible to the nearest human. Earthquake (white with fascinating black splotches and soulful eyes) has been slower to appreciate the delight of snuggles but we’re sure that with a little more time and patience, she’ll continue to come out of her shell and be the most lovely and loving kitten around. In the meantime, Wildfire plays the protective brother by looking out for her and making sure she’s still involved in whatever games, explorations, and mischief that he gets up to. Both kittens have beautiful voices and call to each other in little chirps and cat songs when they’re playing or can’t find each other. They both enjoy Churu, zooming around the house at top speed, and playing with their favorite toy - a cat wand with ribbons, feathers, and a bell tied to a spring.",2023-01-22 19:13:48+00:00
18949244,https://catcafebk.com/our-cats/?cat=18949244,Eggo & Syrup,8 Months 2 Days ,,False,True,True,False,True,False,Domestic Short Hair ,"Eggo and Syrup are two young cats with very lovable personalities. Eggo is black with white socks who loves playing with his toys and is always eager to explore. He’s not a big cuddlier, but doesn’t resist getting picked up, he just won’t stay there for long because he’s too excited to play! He’s a curious, energetic, and social cat that loves asking for head rubs and rubbing up on your legs. Syrup is a bit more reserved, but once he warms up, he’s good at being picked up and held. He is very playful with Eggo and together they have the best time! He absolutely loves the laser pointer, and never gets tired of chasing a red dot around. He’s a calm, sassy, and intelligent cat who loves to lounge in the room with you and MODEL.",2023-01-22 19:13:48+00:00
18861795,https://catcafebk.com/our-cats/?cat=18861795,Emeril,3 Months 27 Days , Male,False,True,True,False,False,False,Domestic Short Hair ,"Jumping beans Emeril and Rachel Ray are the tastiest tabbies around. Emeril (white nose) is bigger and still pretends that he doesn't want to be held, but he will start purring the moment you pick him up. He is very curious and loves to explore exciting new places (behind dresser drawers) and try new flavors (dog food). Rachel Ray (smaller, brown nose) is most definitely not the brains of the operation, but she makes up for it in cuteness. Her favorite toy is currently a plastic fork and she will scream nonstop when she can't find her brother. These kittens still need some support to continue being brave and friendly and would thrive in a home with patient humans who will give them lots of cuddles — they both love belly rubs! They are good with other cats and dogs.",2023-01-22 19:13:48+00:00
18234354,https://catcafebk.com/our-cats/?cat=18234354,Emmy Moustache,1 Year 6 Months , Female,True,True,True,False,False,False,Domestic Short Hair ,"Emmy is a wide-eyed little lady with a half mustache who exudes non-stop friendliness and an earnest desire to be pet, even when her flight instinct slightly delays the process. Although initially a bit shy when she meets someone new, she will just dash away into a safer spot and then wait to be followed for scritches. The person who takes the time to build trust with Emmy will have earned a silly sweetheart of a best friend. Emmy is energetic and playful and loves swatting toys around and finding fun games with curtains and rugs. She is patient when becoming friends with other cats, but is overjoyed when they are ready for a wrestling match or a good chase. She is currently living with a dog and doesn’t seem to mind. Emmy was rescued during the rain from outside of a playground in Fort Greene. The next day, tiny kittens were found on the opposite side of the playground, and we realized that they were her’s and Emmy was so relieved to be united with her babies. Now that they are older, she is enjoying the opportunity to be a kitten herself. Emmy would be happiest in a home with at least one other young and playful feline friend and would probably do well with polite young humans as well. It has been such a joy watching this sweetheart blossom now that she’s safe and healthy and her forever family will be lucky to help her continue her journey.",2023-01-22 19:13:48+00:00
17670405,https://catcafebk.com/our-cats/?cat=17670405,Evo,1 Year 8 Months , Male,False,True,True,False,False,False,Domestic Short Hair ,"Evo is playful and food motivated young tabby gentleman. He was rescued as part of a TNR project, but quickly made it clear that he would prefer to become an indoor cat. He plays well with other cats and loves all toys, although his favorite is feather wands.",2023-01-22 19:13:48+00:00
18663814,https://catcafebk.com/our-cats/?cat=18663814,Feisty Chester,9 Months 24 Days , Female,True,True,True,False,False,False,Domestic Short Hair ,"Feisty Cheser is a beautiful and confident purring machine! She will ask for pets and wrap her long tail around your legs as soon as you enter the room and won't stop until the scritches are up to her satisfaction. She loves to play with literally anything – from a fancy electronic toy to a crumpled aluminum foil. She has the speed and agility of an olympic cathlete. This gorgeous girl with multicolored toe beans can be a bit sassy at times. We believe she didn’t have an age appropriate partner in her previous home as she seems to suffer from Single Kitten Syndrome – luckily, the Brooklyn Cat Cafe offers intense rehabilitation and Feisty is currently in training to be a polite member of feline society. Despite her current feelings about making new friends, Feisty needs to be adopted with a young and playful cat companion. Applications for her as a single will be ignored.",2023-01-22 19:13:48+00:00
18844861,https://catcafebk.com/our-cats/?cat=18844861,Fennel & Stowaway,3 Months 21 Days , Male,False,True,True,False,True,False,Domestic Short Hair ,"Though these two bundles of cuddles, purrs and shenanigans found their way inside in very different ways they have fast become best friends. Stowaway (brown tabby) was rescued after hitching a ride in the chassis of two different cars. After a driving tour through central Brooklyn his last ride was brought to a local mechanic who kindly lifted the car and excavated Stowy. He hissed for about 10 minutes and has since been a non-stop purr machine. This boy is full of light and joy, eagerly greeting you with purrs and melty eyes as soon as you walk in the room asking to be picked up and pet. He loves to climb (even a leg will do though he is being discouraged from doing this), is thrilled with any wand toy and is a Churu fanatic. He finds joy in everything - a box, a scrap of paper, his own tail and is easily entertained and endlessly entertaining. Fennel (white and gray) is one of a large litter of kittens that were living under a gazebo in a large community garden underneath the 3 train tracks. More cautious than his BFF, he nevertheless begins to purr and nuzzle as soon as he is pet. This sweet boy has remarkably soft, silky fur, loves to chase toys that are thrown for him and is obsessed with little fish treats. Fennel, while still a little shy, is expressive about letting you know what he’s thinking - he meows when separated from Stowy, even for a little while, and lets out the most ridiculously sweet chirps when excited. If you’re looking for kittens that are equal parts charming, fun and loving, these are your boys!",2023-01-22 19:13:48+00:00
17550587,https://catcafebk.com/our-cats/?cat=17550587,Fifi & Rufus,, Female,True,True,True,False,True,False,Domestic Short Hair ,"Fifi and Rufus are an adorable pair of kittens who start off shy, but open up more every day. They love treats, chasing each other and playing with toys. They love to explore, and are particularly enamored by the sink, but also love finding the coziest spot to cuddle up for a nap together. These two are a bonded duo who really love each other, and are frequently checking-in on the other. Fifi is a black and white playful beauty who loves running laps and believes anything can be a toy if you use your imagination. She greets her foster parents by the door and demands pets immediately upon their homecoming- if you're not acknowledging her as quickly as she’d like, she will remind you through the cutest little cry and repeated head-butts. Rufus also loves to play and explore, but often prefers to cuddle up with resident cats and demand a bath from them. His people-love can easily be bought with tasty treats once he's taken a few days to make sure you're a friend not foe. If you’ve passed his test he will start sneaking into bed to cuddle you (only after you’ve fallen asleep and he’s worked up some courage). Fifi and Rufus are a shy quirky duo but that doesn’t mean they aren’t loving and affectionate in their own ways. Fifi loves to be pet and played with, but isn’t yet a cuddler. Rufus started off like a hissy little punk, but quickly became a cuddling purr machine (on his terms). Fifi and Rufus would excel in a quiet home with someone willing to give them the time they need to acclimate and blossom. They have a lot of love to give and are the source of many smiles and laughs in their foster home.",2023-01-22 19:13:48+00:00
18666916,https://catcafebk.com/our-cats/?cat=18666916,Focaccia & Princess Consuela,7 Months 2 Days ,,False,True,True,False,True,False,Domestic Short Hair ,"Focaccia and Princess Consuela Banana Hammock are two best friends who love to cuddle together to show how much they love each other! Focaccia (grey tabby) is the quintessential kitten experience. He loves food, cuddling, and making biscuits wherever he can. He loves to play with string toys and will jump 2 feet in the air to catch – or try to catch – a feathery temptation. When he’s not meowing for food and/or pets, Focaccia likes to lounge in the sunlight and look out of the window. He is incredibly sweet and quick to trust humans and other cats alike. Princess Consuela Banana has the softest fur and is the ultimate cuddler and playmate to Focaccia.. This one-eyed calico beauty loves pillows, head pets, and playing, whether with a playmate or by herself. She’s happy to entertain herself with a toy, a hair tie, or even her own tail. She’s very food motivated and loyal once you’ve won her trust. Because of her one eye, sometimes her coordination isn’t one hundred percent, so she’ll fling herself around your space with abandon. She is extremely loving and sweet. Put her on your lap and she will happily sit on your lap for hours.",2023-01-22 19:13:48+00:00
17850952,https://catcafebk.com/our-cats/?cat=17850952,Funyun & Zapps,1 Year 4 Months , Female,False,False,False,False,True,False,Domestic Short Hair ,"Zapps and Funyun are a playful and ridiculous pair of siblings. Although they were pretty resistant to humans when they came to their foster home (and will need time and patience when first adjusting to their forever home), they have made tremendous strides and are now BIG fans of the indoor life. They are rambunctious, mischievous, and keep each other entertained. When they were rescued they were scared to be touched by humans, but they are growing to love cuddles and pets. Foster mom has no doubt they will flourish and become happy housecats in a kind and patient home. Funyun is a natural sweetie and will warm up first. She’s obsessed with treats and loves the smell of chicken. She enjoys a wand toy as well as her special stuffed penguin toy and will play catch with herself – she’ll throw the toy in the air and then run after it!. She has a very playful and curious personality. At mealtime, she’ll come up to you for pets with a big purr and lots of leg rubs. Zapps is more timid, but she has a big personality once she’s comfortable. She loves making biscuits on a cozy poof/pillow and running from end to end of the apartment. She’s learning to enjoy pets and has the sweetest mews. She also loves to sit in the window and eventually at the end of your bed to warm your feet! She’s obsessed with any flavor Churru, laser toys, and felt mice. These ladies are so cute, but likely wouldn’t be best in a home with small children as they can be a bit feisty during playtime and will need some time to get accustomed to their new home.",2023-01-22 19:13:48+00:00
17932172,https://catcafebk.com/our-cats/?cat=17932172,Galumph & Po,8 Years 9 Months ,,False,True,True,False,True,False,Domestic Short Hair ,"Galumph and Po are the most lovable odd couple. Galumph (older male) is a chonky tabby who loves company, sitting in his box, grooming his friends, and watching your every move. He is a social butterfly that loves to greet guests and is a man with a massive heart. Galumph is very chill and easy going. — give this guy a scratching box with some catnip and he’ll sit on that thrown all day. Galumph is very adoring and will greet you when you get home and sleep at the foot of your bed.  Po (young female) is fluffy girl who loves treats, playing, and snoozing by a window. Po is outgoing on her own, but her main love in life is her Uncle Galumph. Po is very curious, sweet, and affectionate. She wants to do whatever Galumph does, but also loves to get pets and gives sweet kisses. Galumph is FIV+ and will live a normal, healthy life when provided with quality care such as a balanced diet and yearly wellness exams (like any cat). As FIV+ is not transmittable between neutered/spayed cats under normal circumstances, we are happy for FIV+ cats to mingle with FIV- cats in their adoptive homes.",2023-01-22 19:13:48+00:00
18924040,https://catcafebk.com/our-cats/?cat=18924040,Giada & Ina Garten,4 Months 3 Days , Female,False,True,True,False,True,False,Domestic Short Hair ,"Ina and Giada are adorable and super friendly sisters who will happily come sit on the sofa with you and purr away. Ina Garten (grey tabby) has the loudest purrs. She loves to play with her sister, and jumps on her and demands attention while she is napping. Her favorite toy is a little knit sock. She carries it all over the house and growls when her sister tries to take it away. Giada has the most beautiful glowing gray fur and the cutest harelip. It makes her look like a little wolf. She is mellower than her sister, but she warms up to strangers faster. They love to show affection towards each other and humans. They are good with humans, visitors, cats and dogs.",2023-01-22 19:13:48+00:00
